User_ID,Age,Gender,Occupation,Device_Type,Daily_Phone_Hours,Social_Media_Hours,Work_Productivity_Score,Sleep_Hours,Stress_Level,App_Usage_Count,Caffeine_Intake_Cups,Weekend_Screen_Time_Hours,Age_Group,App_Usage_Count_Group
U29610,31,Female,Professional,Android,7.8,7.7,7,7.8,10,8,3,13.1,29-39,Light (1-10)
U29611,24,Other,Freelancer,Android,7.4,7.1,6,8.0,9,28,2,2.1,18-28,High (21-35)
U29612,22,Female,Professional,Android,2.8,1.3,3,5.6,1,19,3,2.7,18-28,Moderate (11-20)
U29613,37,Male,Freelancer,iOS,9.2,6.9,5,6.7,3,29,4,10.8,29-39,High (21-35)
U29614,22,Male,Business Owner,Android,1.8,0.8,2,7.6,10,39,1,4.2,18-28,Heavy (36-50)
U29615,37,Female,Freelancer,iOS,7.7,7.4,5,5.9,2,60,3,3.0,29-39,Heavy (36-50)
U29616,48,Other,Professional,iOS,3.6,1.9,4,6.3,10,30,0,9.6,40-50,High (21-35)
U29617,21,Other,Professional,iOS,8.7,7.7,7,8.0,4,16,6,5.7,18-28,Moderate (11-20)
U29618,59,Female,Business Owner,iOS,10.8,2.6,3,4.0,4,43,0,3.9,51-60,Heavy (36-50)
U29619,24,Female,Business Owner,Android,5.1,7.3,2,4.7,4,48,0,10.4,18-28,Heavy (36-50)
U29620,27,Female,Professional,iOS,2.2,1.6,7,8.3,3,44,0,5.2,18-28,Heavy (36-50)
U29621,32,Male,Student,Android,2.1,5.8,2,8.0,4,21,6,14.0,29-39,High (21-35)
U29622,59,Other,Student,iOS,6.3,5.2,4,6.9,1,56,0,6.9,51-60,Heavy (36-50)
U29623,38,Female,Student,Android,11.4,7.5,3,7.5,8,34,5,2.5,29-39,High (21-35)
U29624,21,Female,Professional,iOS,7.7,5.4,6,6.4,2,21,1,11.2,18-28,High (21-35)
U29625,30,Other,Professional,Android,10.8,3.2,2,5.4,3,60,2,8.5,29-39,Heavy (36-50)
U29626,43,Female,Freelancer,Android,11.1,4.9,4,6.9,5,11,6,9.2,40-50,Moderate (11-20)
U29627,52,Female,Professional,Android,11.9,3.1,1,5.8,4,51,1,5.8,51-60,Heavy (36-50)
U29628,46,Other,Freelancer,Android,9.1,1.1,9,5.0,5,53,2,6.2,40-50,Heavy (36-50)
U29629,25,Female,Freelancer,iOS,1.1,6.8,4,6.4,6,32,0,2.2,18-28,High (21-35)
U29630,38,Other,Professional,iOS,3.8,7.1,6,6.6,3,18,2,4.9,29-39,Moderate (11-20)
U29631,58,Female,Freelancer,iOS,8.5,5.6,1,6.8,5,23,1,8.9,51-60,High (21-35)
U29632,43,Female,Freelancer,iOS,1.2,3.9,9,7.8,10,25,3,2.8,40-50,High (21-35)
U29633,52,Other,Freelancer,Android,10.7,3.4,9,5.3,9,33,5,8.0,51-60,High (21-35)
U29634,56,Other,Professional,iOS,7.7,4.5,4,4.7,4,8,3,9.9,51-60,Light (1-10)
U29635,22,Other,Business Owner,iOS,10.9,3.3,10,4.2,4,14,6,9.9,18-28,Moderate (11-20)
U29636,20,Female,Freelancer,Android,8.3,4.4,1,7.0,7,51,0,4.0,18-28,Heavy (36-50)
U29637,55,Female,Business Owner,iOS,10.1,4.6,7,5.7,3,53,3,6.7,51-60,Heavy (36-50)
U29638,58,Female,Freelancer,Android,11.1,5.0,7,7.2,1,60,1,4.5,51-60,Heavy (36-50)
U29639,46,Female,Business Owner,Android,5.4,3.1,5,6.6,10,50,4,5.0,40-50,Heavy (36-50)
U29640,46,Female,Professional,iOS,11.1,1.4,5,7.2,2,23,4,13.0,40-50,High (21-35)
U29641,57,Male,Professional,Android,4.7,5.9,1,6.7,2,18,2,7.5,51-60,Moderate (11-20)
U29642,46,Male,Business Owner,Android,10.7,7.8,4,6.5,3,43,1,2.9,40-50,Heavy (36-50)
U29643,52,Male,Student,Android,11.9,6.6,1,5.6,4,27,0,3.9,51-60,High (21-35)
U29644,21,Female,Professional,iOS,8.0,6.9,9,6.0,8,36,5,2.4,18-28,Heavy (36-50)
U29645,27,Male,Student,Android,8.3,1.0,7,8.0,6,16,4,13.2,18-28,Moderate (11-20)
U29646,32,Male,Student,iOS,7.6,6.8,10,8.2,8,50,0,8.2,29-39,Heavy (36-50)
U29647,58,Male,Business Owner,Android,8.6,3.7,2,6.5,10,33,5,3.8,51-60,High (21-35)
U29648,37,Other,Student,Android,7.5,7.3,2,4.9,8,36,4,3.7,29-39,Heavy (36-50)
U29649,58,Female,Professional,Android,11.7,4.3,9,7.4,3,43,1,8.1,51-60,Heavy (36-50)
U29650,35,Male,Freelancer,iOS,8.5,5.3,6,9.0,10,42,3,7.9,29-39,Heavy (36-50)
U29651,40,Male,Student,iOS,1.3,3.4,6,6.7,4,40,5,13.5,40-50,Heavy (36-50)
U29652,45,Other,Business Owner,iOS,4.8,1.5,10,8.7,7,41,4,6.0,40-50,Heavy (36-50)
U29653,50,Male,Business Owner,Android,10.5,5.6,7,4.9,10,36,0,13.0,40-50,Heavy (36-50)
U29654,36,Female,Freelancer,iOS,1.4,6.2,7,5.3,3,56,6,11.5,29-39,Heavy (36-50)
U29655,34,Male,Student,Android,5.0,8.0,3,6.6,1,28,1,12.5,29-39,High (21-35)
U29656,44,Other,Freelancer,Android,9.8,3.9,2,5.8,7,21,5,8.5,40-50,High (21-35)
U29657,48,Male,Business Owner,iOS,4.0,5.1,5,4.0,8,30,3,10.2,40-50,High (21-35)
U29658,54,Female,Student,Android,10.2,6.7,8,5.0,7,29,0,8.9,51-60,High (21-35)
U29659,36,Male,Business Owner,iOS,10.0,2.5,4,4.6,2,5,5,13.0,29-39,Light (1-10)
U29660,19,Female,Student,Android,10.3,5.1,10,6.1,9,16,4,4.5,18-28,Moderate (11-20)
U29661,32,Female,Student,Android,1.9,0.7,4,6.0,10,16,0,13.2,29-39,Moderate (11-20)
U29662,45,Male,Freelancer,Android,9.4,1.1,6,7.0,7,6,6,6.2,40-50,Light (1-10)
U29663,45,Other,Freelancer,iOS,10.1,2.2,1,4.4,10,53,0,11.0,40-50,Heavy (36-50)
U29664,37,Other,Freelancer,Android,7.6,7.4,6,6.4,9,57,6,12.9,29-39,Heavy (36-50)
U29665,19,Female,Freelancer,Android,8.7,5.7,1,7.0,7,50,5,5.3,18-28,Heavy (36-50)
U29666,22,Male,Student,iOS,5.2,3.3,9,6.7,8,18,1,4.0,18-28,Moderate (11-20)
U29667,45,Male,Business Owner,Android,8.6,7.6,1,8.2,10,57,3,9.3,40-50,Heavy (36-50)
U29668,31,Male,Freelancer,Android,6.5,2.2,5,6.3,2,32,4,7.8,29-39,High (21-35)
U29669,26,Male,Professional,iOS,5.3,7.6,10,6.4,9,36,1,12.9,18-28,Heavy (36-50)
U29670,57,Other,Freelancer,Android,5.0,4.2,4,7.0,4,13,3,9.9,51-60,Moderate (11-20)
U29671,38,Male,Business Owner,Android,8.2,6.6,2,7.8,7,31,0,9.4,29-39,High (21-35)
U29672,48,Female,Business Owner,iOS,11.5,0.8,2,7.1,8,6,3,8.7,40-50,Light (1-10)
U29673,31,Male,Student,iOS,6.0,6.6,6,6.3,9,8,6,7.0,29-39,Light (1-10)
U29674,49,Male,Professional,iOS,5.8,6.9,7,7.4,7,50,4,7.1,40-50,Heavy (36-50)
U29675,50,Male,Business Owner,iOS,1.0,4.7,1,8.2,5,16,1,9.8,40-50,Moderate (11-20)
U29676,60,Other,Professional,iOS,2.1,2.6,10,6.9,3,26,2,6.5,51-60,High (21-35)
U29677,31,Female,Freelancer,iOS,6.5,2.0,8,8.3,2,19,1,4.8,29-39,Moderate (11-20)
U29678,25,Male,Student,Android,9.1,4.0,2,8.7,7,10,1,6.7,18-28,Light (1-10)
U29679,40,Female,Business Owner,Android,10.9,2.0,7,6.4,7,8,1,5.2,40-50,Light (1-10)
U29680,55,Male,Professional,iOS,5.1,7.5,2,5.0,6,18,6,12.5,51-60,Moderate (11-20)
U29681,49,Male,Business Owner,iOS,8.3,6.7,1,6.0,7,46,3,10.7,40-50,Heavy (36-50)
U29682,41,Male,Business Owner,iOS,1.1,4.4,4,6.4,10,46,1,4.9,40-50,Heavy (36-50)
U29683,46,Other,Professional,Android,3.6,6.1,2,7.4,5,26,6,12.9,40-50,High (21-35)
U29684,28,Male,Professional,Android,9.4,6.8,3,5.6,9,29,6,3.4,18-28,High (21-35)
U29685,56,Female,Business Owner,Android,9.9,2.2,2,5.7,5,24,3,10.4,51-60,High (21-35)
U29686,60,Male,Business Owner,Android,7.6,2.7,9,7.2,7,24,6,13.2,51-60,High (21-35)
U29687,27,Other,Student,iOS,6.4,5.2,8,5.4,4,26,4,6.7,18-28,High (21-35)
U29688,60,Other,Student,Android,1.2,4.4,7,4.7,7,47,0,3.4,51-60,Heavy (36-50)
U29689,46,Other,Business Owner,Android,3.3,5.0,2,7.5,3,57,0,9.3,40-50,Heavy (36-50)
U29690,32,Other,Business Owner,Android,2.1,1.3,4,8.0,1,48,4,9.7,29-39,Heavy (36-50)
U29691,24,Female,Student,Android,1.6,1.3,5,5.3,10,38,0,3.3,18-28,Heavy (36-50)
U29692,50,Female,Professional,Android,3.1,2.5,1,5.2,7,22,0,10.8,40-50,High (21-35)
U29693,43,Female,Student,iOS,2.5,6.6,6,5.9,4,52,0,6.5,40-50,Heavy (36-50)
U29694,53,Other,Student,Android,1.9,5.1,9,6.0,3,37,6,9.6,51-60,Heavy (36-50)
U29695,31,Other,Business Owner,iOS,6.1,6.5,4,7.5,8,32,5,2.9,29-39,High (21-35)
U29696,20,Female,Freelancer,Android,2.9,1.7,1,8.0,1,59,0,2.2,18-28,Heavy (36-50)
U29697,26,Male,Student,iOS,2.0,5.9,8,5.0,3,60,3,4.9,18-28,Heavy (36-50)
U29698,54,Female,Student,Android,3.5,4.6,3,5.6,3,56,1,2.3,51-60,Heavy (36-50)
U29699,23,Male,Freelancer,iOS,8.6,7.6,2,5.0,4,40,0,7.9,18-28,Heavy (36-50)
U29700,39,Other,Professional,iOS,7.0,6.5,5,8.0,2,60,6,6.2,29-39,Heavy (36-50)
U29701,53,Other,Professional,iOS,11.1,5.7,2,6.3,8,46,6,6.8,51-60,Heavy (36-50)
U29702,41,Male,Professional,iOS,5.9,0.6,9,6.7,6,44,4,8.6,40-50,Heavy (36-50)
U29703,60,Female,Business Owner,iOS,6.9,0.6,10,4.4,1,7,4,3.1,51-60,Light (1-10)
U29704,37,Male,Student,Android,3.7,5.2,10,5.7,1,25,3,3.2,29-39,High (21-35)
U29705,59,Male,Business Owner,Android,6.4,3.1,3,7.6,3,30,0,7.5,51-60,High (21-35)
U29706,28,Male,Professional,iOS,5.8,4.5,1,7.3,6,37,0,5.6,18-28,Heavy (36-50)
U29707,32,Other,Professional,Android,7.9,7.4,6,8.2,8,35,2,8.3,29-39,High (21-35)
U29708,32,Other,Business Owner,Android,11.4,6.6,7,8.6,8,31,2,12.4,29-39,High (21-35)
U29709,29,Female,Business Owner,Android,6.7,3.8,9,6.5,8,25,6,9.2,29-39,High (21-35)
U29710,37,Male,Business Owner,Android,9.5,3.6,5,7.6,9,10,4,7.8,29-39,Light (1-10)
U29711,23,Female,Student,iOS,7.9,6.9,8,7.2,2,29,5,2.8,18-28,High (21-35)
U29712,42,Female,Student,iOS,7.6,2.6,6,5.6,4,54,2,10.7,40-50,Heavy (36-50)
U29713,41,Male,Student,Android,1.6,7.3,8,8.2,1,37,4,11.1,40-50,Heavy (36-50)
U29714,22,Other,Student,iOS,4.6,4.4,1,8.6,7,50,5,3.8,18-28,Heavy (36-50)
U29715,53,Male,Student,iOS,3.4,5.4,8,8.3,10,56,5,7.7,51-60,Heavy (36-50)
U29716,40,Female,Business Owner,iOS,8.0,6.9,8,7.4,2,6,1,7.1,40-50,Light (1-10)
U29717,58,Other,Professional,Android,5.8,5.2,9,7.1,8,55,1,4.5,51-60,Heavy (36-50)
U29718,34,Male,Business Owner,Android,11.3,0.8,7,5.0,4,32,1,6.7,29-39,High (21-35)
U29719,52,Other,Student,iOS,2.3,1.1,1,8.5,5,28,5,2.2,51-60,High (21-35)
U29720,33,Female,Student,iOS,8.9,5.5,3,4.7,4,20,0,7.6,29-39,Moderate (11-20)
U29721,55,Female,Freelancer,iOS,3.6,4.0,9,4.5,10,39,1,2.8,51-60,Heavy (36-50)
U29722,45,Female,Professional,Android,6.2,1.8,3,6.7,1,49,6,4.3,40-50,Heavy (36-50)
U29723,42,Other,Freelancer,Android,5.6,2.8,6,4.1,8,30,3,7.6,40-50,High (21-35)
U29724,19,Female,Professional,Android,6.3,5.7,1,5.7,6,48,2,2.6,18-28,Heavy (36-50)
U29725,47,Other,Professional,iOS,11.2,5.1,5,6.2,2,11,4,13.5,40-50,Moderate (11-20)
U29726,31,Other,Freelancer,Android,6.5,1.4,8,8.6,5,27,2,7.0,29-39,High (21-35)
U29727,37,Female,Student,iOS,11.3,3.8,6,8.6,10,24,1,11.0,29-39,High (21-35)
U29728,36,Male,Student,Android,7.0,4.3,2,5.7,6,21,5,4.3,29-39,High (21-35)
U29729,42,Other,Professional,iOS,5.1,1.5,4,5.0,3,60,1,10.9,40-50,Heavy (36-50)
U29730,48,Other,Professional,iOS,2.3,5.1,9,4.6,5,59,3,2.5,40-50,Heavy (36-50)
U29731,34,Female,Student,iOS,6.5,2.2,10,8.0,3,54,4,11.6,29-39,Heavy (36-50)
U29732,42,Male,Freelancer,Android,7.1,5.5,5,5.4,8,54,5,3.2,40-50,Heavy (36-50)
U29733,29,Female,Business Owner,iOS,11.4,8.0,4,5.8,3,25,1,8.0,29-39,High (21-35)
U29734,25,Other,Professional,Android,6.6,4.4,2,7.0,7,55,0,2.3,18-28,Heavy (36-50)
U29735,40,Female,Freelancer,iOS,2.3,1.0,9,6.6,2,22,5,2.3,40-50,High (21-35)
U29736,58,Male,Student,Android,7.2,3.4,6,7.6,10,32,3,3.6,51-60,High (21-35)
U29737,54,Female,Student,Android,8.6,7.3,7,4.9,3,34,5,8.3,51-60,High (21-35)
U29738,40,Female,Student,Android,8.7,6.7,1,6.0,8,12,4,9.6,40-50,Moderate (11-20)
U29739,52,Other,Professional,Android,7.1,6.7,3,8.6,1,5,5,7.8,51-60,Light (1-10)
U29740,36,Other,Professional,iOS,7.9,0.6,5,7.0,9,57,4,10.8,29-39,Heavy (36-50)
U29741,59,Other,Student,iOS,7.1,5.5,4,5.9,5,11,4,7.2,51-60,Moderate (11-20)
U29742,23,Other,Freelancer,iOS,5.1,2.3,4,8.5,5,50,3,6.6,18-28,Heavy (36-50)
U29743,58,Female,Freelancer,Android,3.0,2.6,5,6.7,1,27,0,4.1,51-60,High (21-35)
U29744,49,Male,Business Owner,Android,9.9,3.5,2,4.7,8,18,4,4.4,40-50,Moderate (11-20)
U29745,35,Female,Professional,iOS,9.2,6.6,3,5.7,9,50,1,9.5,29-39,Heavy (36-50)
U29746,57,Female,Professional,Android,5.9,0.9,7,8.8,8,58,6,9.3,51-60,Heavy (36-50)
U29747,25,Male,Business Owner,Android,8.7,6.6,9,4.3,2,25,4,3.4,18-28,High (21-35)
U29748,45,Female,Student,iOS,4.1,7.5,4,7.3,1,60,4,8.2,40-50,Heavy (36-50)
U29749,22,Male,Business Owner,iOS,9.3,1.9,6,6.2,6,25,3,7.8,18-28,High (21-35)
U29750,46,Female,Student,iOS,2.3,7.5,3,4.0,2,43,1,13.9,40-50,Heavy (36-50)
U29751,18,Male,Business Owner,iOS,4.6,1.2,10,6.0,6,55,0,12.5,18-28,Heavy (36-50)
U29752,39,Female,Student,Android,4.1,0.8,6,5.3,1,13,5,13.9,29-39,Moderate (11-20)
U29753,18,Male,Freelancer,iOS,3.0,2.4,6,7.1,7,51,0,9.8,18-28,Heavy (36-50)
U29754,28,Other,Freelancer,Android,9.1,2.5,5,5.9,6,28,0,9.8,18-28,High (21-35)
U29755,28,Female,Professional,iOS,10.8,7.5,7,6.9,5,34,4,9.5,18-28,High (21-35)
U29756,22,Male,Professional,iOS,7.7,7.2,6,6.4,8,23,2,2.8,18-28,High (21-35)
U29757,50,Female,Professional,Android,4.5,1.9,6,5.8,8,10,0,12.2,40-50,Light (1-10)
U29758,60,Male,Professional,Android,9.4,5.8,2,6.0,1,11,1,5.6,51-60,Moderate (11-20)
U29759,24,Male,Business Owner,iOS,3.5,0.8,7,4.1,7,41,4,13.3,18-28,Heavy (36-50)
U29760,43,Other,Student,iOS,3.5,4.4,2,4.5,3,9,3,13.0,40-50,Light (1-10)
U29761,54,Other,Professional,iOS,11.4,6.6,3,4.6,4,7,0,5.4,51-60,Light (1-10)
U29762,53,Female,Student,Android,11.0,7.9,8,5.4,10,19,1,2.6,51-60,Moderate (11-20)
U29763,22,Other,Freelancer,iOS,11.2,1.6,5,4.8,8,48,2,8.7,18-28,Heavy (36-50)
U29764,59,Female,Student,iOS,11.3,4.8,4,4.1,5,40,5,10.6,51-60,Heavy (36-50)
U29765,36,Other,Student,Android,8.5,4.1,9,8.1,2,37,0,9.4,29-39,Heavy (36-50)
U29766,24,Male,Business Owner,iOS,2.4,0.6,9,7.5,9,43,4,6.1,18-28,Heavy (36-50)
U29767,32,Female,Student,Android,8.2,6.7,5,7.1,6,53,5,10.9,29-39,Heavy (36-50)
U29768,37,Female,Student,iOS,9.2,5.1,5,7.9,4,19,6,11.4,29-39,Moderate (11-20)
U29769,35,Other,Student,iOS,7.3,0.9,4,6.5,5,36,0,3.4,29-39,Heavy (36-50)
U29770,60,Male,Freelancer,Android,3.8,5.4,4,7.8,1,31,2,4.5,51-60,High (21-35)
U29771,48,Female,Freelancer,iOS,8.0,2.2,2,8.6,3,13,3,12.1,40-50,Moderate (11-20)
U29772,42,Female,Freelancer,iOS,8.5,1.5,6,8.1,4,38,3,7.9,40-50,Heavy (36-50)
U29773,21,Other,Student,Android,7.6,5.7,5,7.1,5,30,2,12.6,18-28,High (21-35)
U29774,55,Male,Freelancer,Android,2.6,7.1,5,5.9,5,40,6,13.3,51-60,Heavy (36-50)
U29775,34,Female,Business Owner,Android,2.2,2.1,7,5.6,3,9,3,10.2,29-39,Light (1-10)
U29776,53,Other,Student,Android,1.6,7.0,10,6.1,3,60,0,2.5,51-60,Heavy (36-50)
U29777,31,Other,Professional,Android,8.9,4.8,5,4.5,8,33,1,13.3,29-39,High (21-35)
U29778,49,Male,Business Owner,iOS,9.9,7.3,3,4.4,10,31,0,7.9,40-50,High (21-35)
U29779,46,Other,Professional,Android,8.7,7.8,3,8.2,7,32,1,7.4,40-50,High (21-35)
U29780,36,Other,Student,iOS,1.1,3.2,6,4.7,6,52,3,12.2,29-39,Heavy (36-50)
U29781,19,Female,Freelancer,Android,1.0,3.7,1,7.0,7,34,6,9.9,18-28,High (21-35)
U29782,26,Other,Student,iOS,10.5,4.8,9,4.2,9,30,0,8.8,18-28,High (21-35)
U29783,55,Male,Professional,iOS,1.3,1.3,7,8.4,6,25,2,6.7,51-60,High (21-35)
U29784,26,Male,Freelancer,iOS,9.9,4.8,5,8.8,3,31,2,2.1,18-28,High (21-35)
U29785,52,Female,Freelancer,Android,2.1,1.4,1,6.7,10,35,5,8.6,51-60,High (21-35)
U29786,43,Female,Business Owner,Android,9.3,0.6,1,4.3,1,43,1,11.7,40-50,Heavy (36-50)
U29787,36,Other,Student,iOS,8.1,6.8,6,8.8,7,14,0,2.5,29-39,Moderate (11-20)
U29788,60,Female,Business Owner,iOS,2.0,3.6,8,6.5,1,40,4,7.8,51-60,Heavy (36-50)
U29789,58,Other,Freelancer,iOS,9.4,3.2,1,7.3,8,27,3,8.2,51-60,High (21-35)
U29790,33,Other,Student,iOS,2.2,1.2,10,7.2,2,33,3,11.5,29-39,High (21-35)
U29791,30,Male,Professional,Android,6.0,7.7,9,5.7,5,56,4,6.0,29-39,Heavy (36-50)
U29792,19,Male,Professional,Android,4.3,6.4,6,7.8,5,17,6,9.7,18-28,Moderate (11-20)
U29793,27,Female,Business Owner,iOS,11.7,7.6,5,5.2,10,41,5,3.3,18-28,Heavy (36-50)
U29794,45,Female,Freelancer,iOS,9.5,7.9,1,6.1,10,18,0,11.1,40-50,Moderate (11-20)
U29795,58,Male,Freelancer,Android,6.1,0.8,9,8.6,10,32,1,13.0,51-60,High (21-35)
U29796,40,Other,Professional,iOS,6.9,0.9,9,6.1,7,25,4,12.6,40-50,High (21-35)
U29797,19,Other,Student,Android,9.2,2.4,9,6.0,3,40,6,12.8,18-28,Heavy (36-50)
U29798,54,Male,Freelancer,Android,10.8,5.8,6,8.7,3,18,4,12.7,51-60,Moderate (11-20)
U29799,59,Female,Freelancer,Android,1.5,0.9,9,6.4,7,11,2,11.4,51-60,Moderate (11-20)
U29800,55,Male,Student,iOS,1.9,1.4,2,6.4,10,18,4,13.0,51-60,Moderate (11-20)
U29801,42,Other,Professional,iOS,10.8,0.7,7,8.1,6,49,1,4.6,40-50,Heavy (36-50)
U29802,29,Female,Business Owner,Android,7.5,4.6,5,7.9,5,46,5,11.0,29-39,Heavy (36-50)
U29803,25,Other,Business Owner,Android,11.4,2.6,2,6.7,1,34,1,3.1,18-28,High (21-35)
U29804,53,Female,Student,iOS,5.3,6.1,3,8.5,5,47,4,4.8,51-60,Heavy (36-50)
U29805,30,Female,Professional,iOS,3.8,7.4,5,5.3,8,51,4,3.8,29-39,Heavy (36-50)
U29806,44,Female,Business Owner,iOS,7.1,6.4,1,6.9,7,11,2,10.6,40-50,Moderate (11-20)
U29807,42,Female,Business Owner,iOS,8.8,4.2,3,5.7,2,10,3,13.4,40-50,Light (1-10)
U29808,46,Male,Student,Android,11.3,5.3,6,7.4,9,40,6,3.7,40-50,Heavy (36-50)
U29809,47,Other,Freelancer,iOS,1.1,7.7,10,6.7,9,27,3,8.2,40-50,High (21-35)
U29810,25,Female,Freelancer,iOS,4.4,5.7,9,7.6,9,60,3,11.1,18-28,Heavy (36-50)
U29811,56,Other,Student,iOS,11.9,7.5,6,5.3,9,10,2,10.7,51-60,Light (1-10)
U29812,42,Other,Professional,iOS,7.7,2.9,4,4.9,9,9,0,3.9,40-50,Light (1-10)
U29813,44,Other,Freelancer,iOS,1.4,3.8,7,8.7,3,35,4,13.9,40-50,High (21-35)
U29814,44,Male,Student,iOS,7.9,1.1,6,4.4,7,42,5,4.3,40-50,Heavy (36-50)
U29815,45,Other,Professional,Android,3.0,0.7,9,4.7,2,44,4,12.1,40-50,Heavy (36-50)
U29816,22,Female,Student,Android,3.4,6.3,6,6.6,1,59,4,5.8,18-28,Heavy (36-50)
U29817,18,Female,Business Owner,iOS,3.2,5.6,5,5.0,4,50,3,6.2,18-28,Heavy (36-50)
U29818,26,Male,Professional,iOS,3.2,2.4,7,8.2,4,57,5,7.9,18-28,Heavy (36-50)
U29819,38,Female,Professional,iOS,11.4,4.2,6,7.5,10,60,3,9.2,29-39,Heavy (36-50)
U29820,43,Male,Business Owner,iOS,2.0,7.6,4,8.5,2,6,0,4.8,40-50,Light (1-10)
U29821,33,Female,Professional,iOS,1.6,2.6,8,5.7,7,38,0,3.8,29-39,Heavy (36-50)
U29822,35,Female,Professional,Android,4.5,1.7,4,6.9,9,20,5,6.7,29-39,Moderate (11-20)
U29823,29,Female,Business Owner,iOS,6.9,4.9,10,4.2,1,38,1,10.6,29-39,Heavy (36-50)
U29824,20,Other,Professional,iOS,2.7,1.7,3,4.4,5,39,5,13.6,18-28,Heavy (36-50)
U29825,26,Other,Student,iOS,6.7,3.4,5,5.3,6,24,3,12.1,18-28,High (21-35)
U29826,26,Male,Freelancer,Android,9.9,1.4,2,6.8,2,18,2,3.6,18-28,Moderate (11-20)
U29827,26,Other,Freelancer,iOS,11.7,1.3,7,7.8,3,36,6,8.7,18-28,Heavy (36-50)
U29828,32,Other,Business Owner,Android,2.5,6.7,5,5.5,9,60,2,5.4,29-39,Heavy (36-50)
U29829,35,Female,Student,iOS,1.8,1.9,8,4.7,7,14,4,6.2,29-39,Moderate (11-20)
U29830,57,Female,Freelancer,Android,11.7,5.8,4,6.9,6,53,1,12.5,51-60,Heavy (36-50)
U29831,55,Other,Freelancer,iOS,9.1,4.8,8,4.4,3,13,3,13.6,51-60,Moderate (11-20)
U29832,52,Male,Business Owner,iOS,6.7,6.4,2,8.2,6,18,3,13.1,51-60,Moderate (11-20)
U29833,20,Female,Professional,iOS,11.7,7.9,6,8.7,9,48,2,7.8,18-28,Heavy (36-50)
U29834,22,Male,Business Owner,iOS,10.3,1.1,8,5.7,9,9,3,8.1,18-28,Light (1-10)
U29835,31,Female,Student,iOS,4.0,1.0,4,7.9,9,24,3,3.6,29-39,High (21-35)
U29836,46,Male,Professional,Android,10.6,4.4,5,7.6,3,32,1,4.5,40-50,High (21-35)
U29837,45,Other,Business Owner,iOS,6.3,8.0,6,8.0,4,26,5,13.8,40-50,High (21-35)
U29838,53,Male,Business Owner,iOS,7.2,2.3,3,7.0,8,25,6,3.2,51-60,High (21-35)
U29839,32,Female,Student,Android,8.7,1.7,6,8.2,10,38,2,9.4,29-39,Heavy (36-50)
U29840,44,Female,Professional,Android,10.1,1.9,8,7.3,2,51,2,4.8,40-50,Heavy (36-50)
U29841,49,Male,Freelancer,iOS,11.6,6.1,8,7.2,5,14,2,3.0,40-50,Moderate (11-20)
U29842,40,Male,Professional,Android,6.3,7.0,3,5.5,5,47,2,12.0,40-50,Heavy (36-50)
U29843,57,Female,Student,iOS,11.1,3.7,6,8.1,6,9,3,11.6,51-60,Light (1-10)
U29844,19,Female,Freelancer,Android,10.9,5.0,5,8.5,6,14,4,7.3,18-28,Moderate (11-20)
U29845,24,Female,Professional,iOS,9.2,7.3,9,6.1,3,59,5,3.9,18-28,Heavy (36-50)
U29846,48,Female,Business Owner,iOS,4.8,4.7,9,5.2,9,59,2,7.9,40-50,Heavy (36-50)
U29847,46,Other,Business Owner,iOS,5.6,7.9,9,7.3,3,19,3,13.3,40-50,Moderate (11-20)
U29848,57,Female,Student,Android,5.0,4.6,1,7.5,10,28,3,2.2,51-60,High (21-35)
U29849,22,Other,Freelancer,iOS,10.8,3.5,1,4.2,6,12,0,7.6,18-28,Moderate (11-20)
U29850,38,Male,Business Owner,iOS,7.2,6.0,2,6.0,6,51,4,2.6,29-39,Heavy (36-50)
U29851,27,Male,Freelancer,Android,3.5,3.4,2,7.6,10,47,6,7.9,18-28,Heavy (36-50)
U29852,58,Female,Business Owner,iOS,9.4,1.8,7,4.7,5,31,4,5.0,51-60,High (21-35)
U29853,37,Male,Student,iOS,6.6,4.1,7,5.0,4,18,5,4.6,29-39,Moderate (11-20)
U29854,35,Other,Professional,Android,4.9,1.9,8,4.9,4,32,0,11.0,29-39,High (21-35)
U29855,43,Female,Business Owner,iOS,5.6,1.3,6,7.0,9,9,3,6.8,40-50,Light (1-10)
U29856,25,Male,Freelancer,iOS,7.2,5.7,6,8.5,5,41,5,8.3,18-28,Heavy (36-50)
U29857,35,Male,Student,iOS,6.1,5.0,2,8.7,1,5,0,7.6,29-39,Light (1-10)
U29858,36,Other,Freelancer,iOS,10.0,2.5,2,8.3,6,16,6,5.4,29-39,Moderate (11-20)
U29859,19,Male,Student,Android,5.3,0.7,6,8.6,9,59,5,7.7,18-28,Heavy (36-50)
U29860,57,Female,Professional,iOS,9.0,0.6,4,4.5,7,46,4,3.1,51-60,Heavy (36-50)
U29861,28,Other,Business Owner,iOS,4.6,1.7,10,8.8,1,43,0,11.6,18-28,Heavy (36-50)
U29862,31,Male,Student,iOS,11.9,1.8,2,7.8,8,32,4,12.5,29-39,High (21-35)
U29863,33,Female,Professional,iOS,5.1,1.6,4,4.0,9,54,6,5.7,29-39,Heavy (36-50)
U29864,40,Other,Business Owner,Android,7.8,5.2,7,8.3,3,7,1,9.8,40-50,Light (1-10)
U29865,22,Male,Student,iOS,11.1,2.7,2,6.3,7,19,0,2.1,18-28,Moderate (11-20)
